ID,SEX,AGE,RACE,MARITAL,SIBS,CHILDS,HOMPOP,ADULTS,BABIES,EDUC,MAEDUC,PAEDUC,SPEDUC,RINCOME,INCOME,WRKSTAT,YEARSJOB,WRKGOVT,WRKSLF,SPWRKSTA,SATJOB1,HEALTH,HAPPY,VOTE12,VOTE16,PRES12,PRES16,OWNGUN,HELL,HEAVEN,ODDS1,ODDS2
1636,2,66,1,3,1,3,1,1,0,14,16,12,97,0,12,5,-1,1,2,0,0,4,1,1,1,2,2,2,0,0,0,0
1637,2,54,1,1,2,3,2,2,0,19,8,11,16,13,13,1,8,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1
1638,1,33,1,1,1,1,2,2,0,17,12,15,16,12,12,1,2,1,2,1,1,0,1,1,2,2,0,0,0,0,0,0
1639,2,53,1,2,3,2,1,1,0,13,98,97,97,11,11,1,2,2,2,0,1,3,2,1,1,2,1,1,1,1,2,1
1640,1,76,1,1,3,3,2,2,0,11,9,98,12,0,10,5,-1,2,2,5,0,4,3,1,1,2,2,2,0,0,0,0
1641,2,86,1,2,2,2,1,1,0,11,10,8,97,13,12,3,0.25,2,1,0,1,0,1,1,1,2,2,0,1,1,2,1
1642,1,61,1,1,3,0,2,2,0,16,10,12,14,12,12,1,4,2,2,1,1,0,1,1,1,2,2,0,0,0,0,0
1643,2,71,1,1,3,2,2,2,0,16,14,12,16,0,12,5,-1,1,2,5,0,3,2,1,1,1,1,1,1,1,2,1
1644,1,42,1,1,1,2,4,2,0,15,12,12,15,12,12,1,18,1,2,1,2,2,2,1,1,2,8,3,0,0,0,0
1645,2,23,1,3,1,1,3,2,1,14,98,12,97,0,12,7,-1,2,2,0,0,0,3,3,2,0,0,0,1,1,2,1
1646,1,44,1,3,1,2,2,2,0,12,10,7,97,0,9,7,-1,2,2,0,0,3,2,1,1,2,2,2,1,1,2,2
1647,1,63,1,3,8,3,1,1,0,15,4,98,97,0,12,5,-1,2,2,0,0,2,2,1,1,2,9,1,0,0,0,0
1648,2,68,1,3,1,2,1,1,0,12,12,12,97,0,12,5,-1,1,2,0,0,1,2,1,1,2,2,2,3,3,2,1
1649,2,30,1,5,3,0,1,1,0,12,12,12,97,12,12,1,6,2,2,0,3,1,2,2,2,0,0,2,0,0,0,0
1650,2,82,1,2,2,2,1,1,0,14,13,13,97,0,12,5,-1,2,2,0,0,0,2,1,1,2,2,0,1,1,2,1
1651,2,43,1,5,2,0,1,1,0,14,17,97,97,11,11,1,7,2,2,0,2,2,2,1,1,1,1,2,3,2,2,1
1652,2,26,1,5,2,2,4,2,2,13,9,97,97,11,11,1,2,1,2,0,1,1,2,2,2,0,0,2,0,0,0,0
1653,2,57,1,3,6,0,1,1,0,14,12,97,97,0,12,5,-1,2,2,0,0,3,2,1,1,1,1,2,0,0,0,0
1654,2,42,1,1,1,1,4,3,0,14,12,13,14,12,12,1,2,1,2,1,2,0,1,1,1,2,2,0,1,1,2,1
1655,1,42,1,1,2,4,6,2,2,16,12,12,16,12,12,1,17,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1
1656,1,74,1,1,6,0,2,2,0,12,98,98,12,0,9,5,-1,2,2,5,0,2,1,2,2,0,0,2,0,0,0,0
1657,1,47,1,1,1,0,4,4,0,12,12,12,12,12,12,1,25,2,2,1,2,0,2,8,8,0,0,0,0,0,0,0
1658,1,65,1,3,2,0,1,1,0,19,12,18,97,12,12,1,40,8,1,0,2,2,2,1,1,2,2,2,0,0,0,0
1659,1,37,1,1,4,2,4,2,2,12,16,11,15,12,12,1,1,2,2,1,3,0,2,1,1,1,2,0,1,1,2,1
1660,1,89,1,3,7,5,1,1,0,8,98,98,97,0,11,5,-1,2,2,0,0,2,2,1,1,1,1,1,1,1,2,1
1661,1,44,1,3,7,1,3,3,0,12,14,8,97,11,98,1,2,2,2,0,2,2,3,2,1,0,2,1,0,0,0,0
1662,2,77,1,3,2,2,1,1,0,12,9,9,97,8,10,2,14,2,2,0,2,2,2,1,1,2,2,2,1,2,2,1
1663,1,23,1,5,1,0,3,3,0,13,14,14,97,9,12,2,2,2,2,0,2,2,1,3,1,0,1,1,0,0,0,0
1664,2,55,1,2,2,0,2,2,0,16,12,12,97,12,12,1,29,1,2,0,2,0,3,1,1,2,2,0,1,1,2,1
1665,1,37,1,3,3,3,5,1,1,19,18,12,97,12,12,1,10,2,2,0,2,2,2,2,2,0,0,2,0,0,0,0
1666,2,81,1,2,5,6,1,1,0,12,6,6,97,0,8,7,-1,2,2,0,0,0,3,2,2,0,0,0,0,0,0,0
1667,2,60,1,2,1,0,1,1,0,13,12,12,97,12,12,1,24,2,2,0,1,3,2,1,1,2,2,1,3,1,2,1
1668,2,54,1,1,5,3,3,2,1,10,8,97,12,0,9,8,-1,8,2,8,0,0,2,2,2,0,0,0,1,1,2,2
1669,1,43,1,1,2,2,4,2,0,16,13,12,17,12,12,1,19,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1
1670,2,43,2,1,3,2,4,2,1,16,3,0,14,12,12,1,2,2,2,1,2,1,1,2,2,0,0,2,0,0,0,0
1671,1,21,1,5,2,0,2,2,0,12,12,97,97,12,12,1,1,1,2,0,1,3,3,3,1,0,3,1,2,2,2,1
1672,2,51,1,3,1,4,3,2,0,14,20,97,97,12,12,1,5,2,2,0,1,2,2,1,2,2,0,1,0,0,0,0
1673,1,36,1,1,1,2,4,2,0,16,14,12,17,12,12,1,12,1,2,1,1,2,1,2,2,0,0,2,1,1,2,1
1674,1,69,1,3,1,1,2,2,0,19,8,8,97,0,12,5,-1,2,2,0,0,2,2,1,1,2,2,1,0,0,0,0
1675,1,74,1,1,2,6,2,2,0,19,12,12,13,12,12,2,3,2,2,5,1,0,1,1,1,2,2,0,0,0,0,0
1676,1,69,1,3,1,2,1,1,0,16,12,8,97,0,12,5,-1,2,2,0,0,0,2,1,1,2,2,0,2,2,2,1
1677,2,34,1,1,2,1,3,2,0,12,12,12,13,11,12,2,1,2,2,1,1,0,1,1,2,1,0,0,0,0,0,0
1678,2,30,1,1,2,1,3,2,1,17,16,12,18,12,12,1,11,2,2,1,2,0,2,1,1,1,1,0,1,1,2,1
1679,1,73,1,3,1,1,1,1,0,16,12,12,97,12,12,1,18,2,2,0,1,2,2,1,1,1,1,2,8,8,1,1
1680,1,34,1,1,1,2,3,2,1,15,16,12,16,4,12,1,1,2,2,1,2,0,2,2,2,0,0,0,0,0,0,0
1681,1,34,1,1,1,0,2,2,0,16,18,14,16,12,12,1,6,2,2,1,1,2,1,1,1,1,1,1,0,0,0,0
1682,1,39,1,1,3,1,3,2,1,17,15,14,16,12,12,1,10,2,2,7,2,0,2,2,2,0,0,0,1,1,2,1
1683,1,34,1,1,1,2,3,2,9,15,98,98,19,0,12,5,-1,1,2,2,0,3,1,8,8,0,0,1,1,1,2,1
1684,2,65,1,1,11,4,6,4,1,12,10,7,12,0,13,5,-1,2,2,5,0,2,1,1,1,9,2,3,0,0,0,0
1685,2,46,1,3,1,0,3,3,0,12,12,12,97,12,12,1,23,2,2,0,1,2,2,2,2,0,0,2,0,0,0,0
1686,1,37,1,1,7,4,4,2,0,20,14,13,16,0,12,1,8,2,2,1,1,1,1,1,1,1,2,3,1,1,8,8
1687,1,22,1,5,2,0,5,3,0,12,18,12,97,0,12,2,0.25,2,2,0,3,3,3,3,1,0,1,1,0,0,0,0
1688,1,55,1,3,3,0,1,1,0,12,12,97,97,12,12,1,4,2,2,0,2,0,2,1,1,2,2,0,0,0,0,0
1689,2,59,1,5,3,0,1,1,0,12,12,12,97,0,1,2,0.25,2,2,0,1,4,3,1,1,1,3,2,0,0,0,0
1690,1,69,1,2,4,2,1,1,0,18,12,20,97,13,13,8,-1,2,2,0,0,4,3,1,1,1,2,1,1,3,2,2
1691,2,55,1,3,2,3,2,1,0,16,12,15,97,9,10,2,0.25,2,2,0,1,0,2,1,2,2,0,0,1,1,2,1
1692,1,78,1,1,4,0,3,3,0,15,9,10,14,12,13,1,2,2,2,7,1,1,1,1,1,2,2,1,2,2,2,1
1693,2,88,1,2,1,5,2,2,9,16,9,10,97,0,12,5,-1,2,2,0,0,1,2,1,1,2,2,2,0,0,0,0
1694,2,57,1,5,2,0,1,1,0,18,9,9,97,12,12,3,28,1,2,0,4,0,2,1,1,2,1,0,1,1,2,1
1695,1,41,1,4,3,0,4,4,0,9,98,98,97,0,2,4,-1,1,2,0,0,3,3,2,2,0,0,2,0,0,0,0
1696,2,41,1,3,5,7,5,2,0,12,98,98,97,0,13,8,-1,8,2,0,0,3,2,1,1,1,1,2,1,1,1,2
1697,2,56,1,3,3,2,3,2,0,11,11,12,97,0,8,7,-1,8,2,0,0,3,2,8,2,0,0,2,3,1,8,1
1698,1,28,2,5,8,1,2,2,0,12,12,97,97,0,3,4,-1,1,2,0,0,3,2,2,2,0,0,2,0,0,0,0
1699,2,25,1,1,5,3,1,1,0,13,98,20,99,3,9,1,0.25,2,2,9,1,0,1,2,2,0,0,0,0,0,0,0
1700,1,44,1,1,3,2,4,4,0,13,13,97,14,0,12,8,-1,2,2,1,0,3,2,1,1,1,9,1,3,3,2,1
1701,2,34,2,1,7,0,2,2,0,13,16,12,9,0,9,4,-1,2,2,1,0,3,3,1,1,1,1,2,0,0,0,0
1702,1,58,1,3,2,0,2,2,0,16,12,18,97,12,12,1,30,1,2,0,2,2,2,1,1,1,1,2,1,1,2,2
1703,1,57,2,3,2,2,1,1,0,12,12,98,97,12,12,3,35,2,2,0,2,0,3,1,1,1,1,0,0,0,0,0
1704,2,19,2,5,6,0,1,1,0,12,14,12,97,2,3,1,0.25,2,2,0,3,2,2,3,3,0,0,2,3,3,2,1
1705,1,68,1,3,5,0,1,1,0,12,16,12,97,0,12,5,-1,2,2,0,0,3,1,8,1,0,9,1,0,0,0,0
1706,1,43,1,1,3,4,6,2,0,18,16,18,16,12,12,1,10,2,2,7,1,1,1,1,1,2,3,1,1,1,2,1
1707,1,64,1,5,2,0,1,1,0,16,12,18,97,0,8,2,10,8,1,0,2,0,2,2,2,0,0,0,2,2,2,1
1708,1,43,1,5,2,0,2,2,0,15,12,12,97,12,12,1,18,2,2,0,1,0,2,1,1,1,1,0,0,0,0,0
1709,2,28,3,1,2,0,2,2,0,19,13,13,16,8,12,6,-1,1,2,1,0,2,2,2,1,0,1,2,4,4,2,1
1710,2,23,1,5,1,0,2,2,0,17,12,12,97,0,2,6,-1,2,2,0,0,1,1,3,2,0,0,1,0,0,0,0
1711,1,51,1,2,1,2,3,3,0,13,12,12,97,0,12,1,0.25,2,2,0,4,0,3,2,2,0,0,0,1,1,2,1
1712,2,37,1,5,1,2,3,1,0,12,12,97,97,0,4,7,-1,0,0,0,0,3,2,2,2,0,0,2,3,3,2,1
1713,1,31,1,5,1,0,6,2,1,14,10,12,97,0,12,6,-1,1,2,0,0,3,2,2,1,0,1,2,1,1,2,1
1714,2,44,1,3,1,1,1,1,0,18,14,12,97,13,13,1,6,2,2,0,1,2,2,1,1,1,1,1,1,1,2,1
1715,1,24,1,5,2,0,2,2,0,17,12,10,97,4,98,6,-1,1,2,0,0,0,2,1,1,1,1,0,0,0,0,0
1716,1,22,1,5,2,0,1,1,0,14,16,18,97,0,2,6,-1,0,0,0,0,2,2,3,1,0,1,2,3,3,2,1
1717,1,22,1,5,1,0,4,4,0,15,14,18,97,0,2,6,-1,2,2,0,0,2,2,3,1,0,9,2,3,3,2,1
1718,1,24,2,5,1,0,2,2,0,17,14,14,97,0,5,6,-1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1719,1,23,1,5,3,2,4,4,0,12,97,12,97,11,12,1,0.25,2,2,0,2,1,2,3,2,0,0,2,2,2,1,1
1720,2,40,1,1,1,2,2,2,0,14,14,16,14,4,11,1,11,2,1,1,1,2,2,1,1,1,1,2,0,0,0,0
1721,2,78,1,2,5,3,2,2,0,12,98,12,97,0,12,5,-1,2,2,0,0,3,2,1,1,1,1,1,1,1,2,1
1722,1,62,1,3,3,2,1,1,0,12,12,97,97,12,12,1,20,2,2,0,1,2,2,2,2,0,0,2,0,0,0,0
1723,1,55,1,1,1,2,2,2,0,15,18,16,12,12,12,1,23,2,2,2,3,0,3,1,1,1,1,0,0,0,0,0
1724,1,27,1,5,8,2,3,3,0,16,12,12,97,12,12,2,5,2,2,0,2,2,2,1,1,1,1,2,3,2,2,1
1725,2,25,3,1,3,0,2,2,0,13,13,97,12,12,12,1,6,2,2,7,2,0,2,1,3,1,0,0,1,1,2,1
1726,1,52,1,3,2,1,2,1,0,18,16,14,97,12,12,1,15,2,2,0,1,2,2,1,2,1,0,1,2,2,2,2
1727,1,54,2,3,12,3,3,1,0,12,12,12,97,0,11,8,-1,1,2,0,0,0,3,1,1,1,3,0,0,0,0,0
1728,2,76,1,3,4,5,1,1,0,10,6,8,97,0,8,5,-1,2,2,0,0,3,2,1,1,2,2,2,4,3,8,1
1729,1,52,1,5,1,0,1,1,0,14,12,15,97,9,9,1,15,2,2,0,3,3,3,2,2,0,0,2,0,0,0,0
1730,1,41,2,5,10,1,1,1,0,16,12,97,97,12,12,1,8,2,2,0,2,0,2,2,2,0,0,0,0,0,0,0
1731,2,50,1,5,2,0,1,1,0,17,12,97,97,12,12,1,25,2,2,0,1,1,2,1,1,2,2,2,0,0,0,0
1732,2,43,1,1,2,2,4,3,0,18,12,12,13,0,12,1,0.25,1,2,1,1,0,1,1,1,2,2,0,1,1,1,1
1733,1,69,1,1,0,0,3,2,0,12,12,12,12,12,12,1,7,2,2,7,1,0,1,1,1,1,2,0,0,0,0,0
1734,2,51,1,1,2,2,3,3,0,12,10,12,10,0,12,5,-1,2,1,1,0,2,1,1,1,1,2,1,1,1,2,1
1735,1,74,1,1,1,3,4,2,0,14,12,12,13,0,12,5,-1,2,2,5,0,0,1,1,1,2,2,0,0,0,0,0
1736,2,48,1,1,2,2,2,2,0,12,14,12,12,0,12,7,-1,2,2,1,0,2,2,1,1,2,2,1,1,1,1,1
1737,2,63,1,1,2,2,2,2,0,12,11,7,12,12,12,1,5,2,2,1,3,0,2,1,1,1,1,0,4,4,2,1
1738,2,59,1,1,1,3,2,2,0,16,14,12,18,11,12,1,9,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1
1739,1,24,1,5,6,0,2,2,0,17,13,12,97,0,12,1,0.25,1,2,0,1,1,3,3,2,0,0,2,0,0,0,0
1740,1,65,1,3,6,0,1,1,0,12,98,12,97,0,2,5,-1,2,2,0,0,4,3,2,2,0,0,2,0,0,0,0
1741,2,63,2,5,8,1,2,1,0,11,98,97,97,0,9,7,-1,2,2,0,0,0,2,1,1,1,1,0,0,0,0,0
1742,2,39,1,3,1,0,2,2,0,16,16,12,97,12,12,1,9,2,2,0,2,3,2,1,2,8,0,3,0,0,0,0
1743,2,66,2,2,6,2,1,1,0,11,11,10,97,0,1,7,-1,2,2,0,0,2,1,1,2,1,0,2,9,2,9,9
1744,1,38,1,1,0,4,2,2,0,18,12,12,18,12,12,1,4,2,2,1,2,2,2,1,1,1,1,2,0,0,0,0
1745,2,63,1,2,7,1,1,1,0,16,8,8,97,10,12,3,2,2,2,0,1,0,2,1,1,1,1,0,1,1,2,1
1746,2,89,1,3,6,1,2,2,0,12,12,8,97,98,10,5,-1,2,2,0,0,2,2,1,1,1,1,2,3,1,1,2
1747,1,63,2,5,13,6,3,3,0,11,12,12,97,3,9,1,35,1,2,0,4,0,1,1,1,1,1,0,0,0,0,0
1748,1,58,1,2,4,2,1,1,0,10,12,12,97,12,12,1,18,2,2,0,2,3,1,1,1,1,2,1,1,1,2,2
1749,1,25,1,5,13,1,3,2,1,10,98,98,97,11,11,1,0.25,2,2,0,3,3,2,2,2,0,0,1,0,0,0,0
1750,1,51,1,1,5,3,2,2,0,12,14,12,12,12,12,1,14,2,1,7,1,1,1,1,1,2,2,1,0,0,0,0
1751,2,69,1,3,4,1,1,1,0,12,9,12,97,9,12,1,2,1,2,0,2,2,2,1,1,1,1,2,1,1,2,1
1752,2,45,1,1,3,2,4,2,0,16,97,12,16,12,13,1,19,2,2,2,1,1,1,1,1,1,2,1,0,0,0,0
1753,2,58,1,1,8,2,2,2,0,16,12,13,16,1,12,5,-1,1,2,5,0,0,2,1,1,2,2,0,2,1,2,1
1754,2,73,1,2,7,1,1,1,0,12,98,98,97,12,12,1,49,2,2,0,1,2,2,1,1,1,1,2,3,2,2,2
1755,2,64,1,2,7,3,1,1,0,12,10,97,97,0,12,5,-1,2,2,0,0,0,2,1,1,3,3,0,0,0,0,0
1756,2,35,1,1,1,2,4,2,0,16,12,12,11,11,12,1,18,2,2,1,1,0,1,1,1,1,1,0,8,8,2,1
1757,1,68,1,1,4,2,2,2,0,12,10,8,12,0,11,5,-1,2,2,7,0,2,1,1,1,1,1,1,1,1,2,2
1758,2,61,1,5,4,0,1,1,0,17,11,12,97,12,12,1,38,2,2,0,2,0,2,2,1,0,1,0,0,0,0,0
1759,2,86,1,5,1,0,1,1,0,20,12,5,97,0,2,5,-1,2,1,0,0,1,1,1,1,8,1,2,1,1,2,2
1760,1,54,1,1,2,2,4,2,0,12,12,12,18,12,12,1,2,2,2,1,2,3,1,1,1,2,2,2,0,0,0,0
1761,2,47,1,1,2,3,4,4,0,16,16,12,19,12,12,1,11,1,2,1,1,0,2,1,1,1,1,0,4,4,2,1
1762,2,65,1,1,6,4,2,2,0,14,12,97,12,0,12,5,-1,2,2,5,0,1,1,1,1,1,1,1,0,0,0,0
1763,1,63,1,1,2,5,2,2,0,16,8,12,18,12,13,1,40,2,2,2,2,0,1,1,1,2,2,0,0,0,0,0
1764,2,67,1,2,1,2,1,1,0,14,12,7,97,12,12,5,-1,2,2,0,0,1,1,1,1,2,2,2,0,0,0,0
1765,1,64,1,1,4,2,2,2,0,13,97,12,13,12,12,1,15,2,2,2,2,0,2,1,1,2,2,0,0,0,0,0
1766,2,23,1,1,6,1,4,3,1,13,20,13,12,0,12,1,0.25,2,2,1,2,4,2,3,2,0,0,2,2,3,2,1
1767,1,27,2,1,2,0,2,2,0,12,12,97,12,12,12,1,3,1,2,1,2,0,1,2,2,0,0,0,0,0,0,0
1768,2,26,1,5,8,1,3,2,1,12,16,16,97,12,12,1,3,2,2,0,2,2,2,2,2,0,0,2,1,1,2,1
1769,1,41,1,1,1,0,2,2,0,12,12,12,12,12,12,1,0.75,2,2,1,2,2,1,1,1,2,2,1,0,0,0,0
1770,1,20,1,5,5,0,2,2,0,13,12,12,97,0,12,1,0.25,2,2,0,1,0,2,3,3,0,0,0,3,3,2,1
1771,1,54,1,3,4,0,1,1,0,12,12,12,97,12,12,1,26,2,2,0,1,0,1,1,1,1,4,0,0,0,0,0
1772,2,86,1,2,3,5,1,1,0,17,10,9,97,0,12,5,-1,2,2,0,0,2,1,1,1,1,1,2,4,3,2,1
1773,2,68,1,3,8,2,1,1,0,12,98,98,97,0,11,5,-1,2,2,0,0,0,2,2,2,0,0,0,2,2,2,1
1774,2,54,1,3,4,2,1,1,0,8,12,20,97,0,12,7,-1,2,2,0,0,2,2,1,1,2,2,1,3,3,2,2
1775,1,51,3,1,6,0,2,2,0,1,0,98,6,1,12,1,13,2,2,1,1,2,1,1,1,1,1,2,0,0,0,0
1776,1,61,1,1,0,1,2,2,0,14,12,97,12,12,13,5,-1,2,2,1,0,2,2,1,1,1,1,2,0,0,0,0
1777,1,89,1,2,2,4,1,1,0,14,12,8,97,0,12,5,-1,2,1,0,0,0,2,1,1,2,2,0,1,1,2,1
1778,2,54,1,1,2,3,2,2,0,12,12,12,12,11,12,1,20,2,2,4,1,2,2,2,9,0,9,2,0,0,0,0
1779,1,72,1,5,3,0,1,1,0,20,12,12,97,0,12,5,-1,8,2,0,0,2,1,1,1,1,1,2,0,0,0,0
1780,2,19,1,5,3,0,2,2,0,13,8,8,97,0,12,6,-1,1,2,0,0,0,3,3,3,0,0,0,3,3,2,1
1781,1,59,1,1,3,2,2,2,0,16,12,8,13,12,12,1,16,2,2,2,1,2,1,1,1,2,2,2,0,0,0,0
1782,2,31,1,5,6,1,2,1,0,12,14,18,97,11,12,1,3,2,2,0,3,3,3,2,2,0,0,2,0,0,0,0
1783,2,23,1,5,2,1,2,1,1,12,14,98,97,0,12,1,0.25,2,2,0,1,0,1,3,1,0,8,0,0,0,0,0
1784,2,55,1,2,3,3,1,1,0,14,14,12,97,1,11,1,3,2,2,0,2,0,2,1,1,2,2,0,1,1,2,2
1785,2,34,1,1,1,3,5,2,2,16,16,16,16,12,12,3,12,2,2,3,2,2,2,1,2,1,0,1,1,1,2,2
1786,2,37,1,1,7,2,5,2,0,15,8,10,12,0,12,1,0.25,2,2,1,2,2,1,1,1,2,2,2,0,0,0,0
1787,2,30,1,1,2,2,4,2,2,16,16,14,19,12,12,1,3,2,2,1,1,2,1,2,1,0,4,1,1,1,2,1
1788,2,33,1,1,1,3,5,2,3,16,16,16,12,12,12,2,5,1,2,1,8,2,2,1,2,9,0,1,1,1,2,1
1789,1,48,1,3,7,0,1,1,0,16,14,12,97,12,12,1,21,2,2,0,2,2,2,1,1,2,2,1,1,1,2,1
1790,2,60,1,1,6,2,2,2,0,16,12,12,20,2,12,2,0.75,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1
1791,2,47,1,1,7,4,3,2,0,20,12,18,20,0,12,1,0.25,2,2,1,2,2,2,1,2,2,0,1,0,0,0,0
1792,2,52,1,3,4,0,2,2,0,12,98,10,97,0,12,1,0.25,2,2,0,4,0,1,1,2,2,0,0,0,0,0,0
1793,1,67,1,1,4,2,2,2,0,12,8,12,12,0,12,5,-1,1,2,5,0,3,2,1,1,1,1,1,0,0,0,0
1794,1,29,1,5,2,2,4,2,1,13,97,13,97,10,12,1,0.75,2,2,0,2,0,1,2,1,0,2,0,1,1,2,1
1795,2,31,1,5,2,1,2,1,0,13,16,12,97,0,8,7,-1,2,2,0,0,2,2,2,2,0,0,2,1,1,2,1
1796,1,36,1,1,2,3,5,2,2,16,14,12,16,12,12,1,2,2,2,1,1,1,1,1,1,2,2,1,0,0,0,0
1797,2,64,1,5,4,0,2,2,0,18,12,12,97,12,12,1,33,2,2,0,2,0,2,1,1,1,1,0,0,0,0,0
1798,2,89,1,2,3,2,1,1,0,16,8,8,97,0,13,5,-1,0,0,0,0,3,2,1,1,9,9,2,1,1,2,1
1799,2,63,1,1,2,2,1,1,0,16,12,97,12,12,12,1,10,2,2,1,1,2,1,1,1,1,1,2,0,0,0,0
1800,1,24,2,5,7,1,1,1,0,11,11,9,97,12,12,1,4,2,2,0,3,1,1,3,3,0,0,2,1,1,8,1
1801,2,35,1,3,9,3,1,1,0,14,12,97,97,12,12,2,10,2,2,0,2,2,1,1,1,1,1,2,0,0,0,0
1802,2,82,1,1,1,4,2,2,0,13,12,16,20,0,12,5,-1,2,2,5,0,0,2,1,1,2,2,0,2,1,2,1
1803,1,66,1,1,6,5,2,2,0,16,16,16,20,12,12,1,15,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1
1804,2,47,1,1,1,1,3,2,0,16,12,14,14,12,12,1,26,2,2,1,1,0,2,1,1,1,2,0,1,1,2,1
1805,1,53,2,1,5,5,4,2,0,16,12,97,16,12,12,1,0.75,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0
1806,2,70,1,1,2,2,3,3,0,17,12,97,17,12,12,2,2,2,2,5,1,0,1,1,1,2,2,0,0,0,0,0
1807,2,32,1,1,2,3,1,1,0,16,14,16,14,0,12,1,0.75,1,2,1,1,1,1,1,1,1,1,2,0,0,0,0
1808,2,26,1,5,4,0,1,1,0,12,98,12,97,11,11,1,7,2,2,0,2,3,2,1,1,1,8,2,3,8,2,1
1809,2,35,1,1,4,2,4,2,1,16,12,12,16,12,12,1,6,2,2,1,2,2,2,1,1,1,8,1,0,0,0,0
1810,1,59,1,1,1,1,3,3,0,19,12,12,16,12,12,1,5,2,1,1,1,1,1,1,1,1,2,2,4,4,2,1
1811,1,55,1,1,3,4,2,2,0,14,18,97,16,12,12,1,13,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1
1812,2,41,1,1,1,2,2,2,0,16,16,16,16,0,12,7,-1,2,2,1,0,2,1,1,1,1,1,1,0,0,0,0
1813,1,85,1,2,2,2,1,1,0,14,12,97,97,0,12,5,-1,2,2,0,0,1,1,2,2,0,0,1,3,1,2,1
1814,2,50,3,3,2,2,1,1,0,16,20,20,97,12,12,1,22,2,2,0,2,0,2,1,1,8,1,0,2,2,2,2
1815,1,56,1,4,6,3,1,1,0,12,10,8,97,0,8,7,-1,2,2,0,0,2,2,2,2,0,0,2,0,0,0,0
1816,1,77,1,2,7,6,1,1,0,12,11,10,97,0,12,5,-1,2,1,0,0,3,2,1,1,2,2,2,1,1,2,1
1817,1,49,1,3,1,0,1,1,0,12,12,97,97,12,12,1,0.25,2,2,0,1,2,2,1,1,2,2,2,0,0,0,0
1818,1,57,1,3,5,2,1,1,0,14,97,14,97,12,12,1,20,2,2,0,2,0,2,1,1,8,3,0,4,4,2,1
1819,1,66,1,3,3,2,1,1,0,14,12,12,97,0,10,8,-1,2,2,0,0,4,3,1,1,1,1,2,4,4,2,1
1820,1,56,2,5,8,1,1,1,0,13,12,12,97,8,9,2,9,2,2,0,1,2,1,3,3,0,0,2,0,0,0,0
1821,1,55,1,1,2,8,11,4,9,14,12,12,12,9,10,3,22,2,1,7,1,0,2,1,1,9,9,0,0,0,0,0
1822,1,45,1,3,1,1,1,1,0,17,14,14,97,12,12,1,6,2,2,0,1,1,1,1,1,2,2,1,1,1,2,1
1823,1,66,1,1,1,0,2,2,0,14,12,12,12,0,11,5,-1,2,2,5,0,2,2,1,1,2,2,1,8,8,2,2
1824,1,60,1,1,2,0,2,2,0,12,12,12,12,13,13,1,0.75,2,2,3,1,0,2,2,2,0,0,0,1,1,8,1
1825,2,58,1,1,4,5,2,2,0,12,14,12,12,12,12,1,35,8,1,1,2,1,1,1,1,9,9,1,2,2,2,1
1826,2,28,1,1,3,3,5,2,1,12,12,98,11,0,13,7,-1,2,2,1,0,1,1,2,2,0,0,1,0,0,0,0
1827,2,45,1,1,2,2,2,2,0,16,17,12,11,12,12,1,11,2,2,1,1,0,2,1,1,1,1,0,0,0,0,0
1828,2,87,1,1,5,2,2,2,0,11,8,6,11,3,12,5,-1,2,2,5,0,2,2,1,1,2,2,3,2,1,2,1
1829,2,56,1,3,2,4,3,1,0,16,12,8,97,12,12,1,20,1,2,0,2,2,2,1,1,2,2,1,0,0,0,0
1830,1,24,1,5,2,0,2,2,0,12,15,12,97,12,12,1,1,2,2,0,2,0,2,2,2,0,0,0,3,3,2,1
1831,2,72,1,1,1,1,2,2,0,13,12,97,12,0,12,5,-1,2,2,5,0,2,2,1,1,2,2,3,1,1,2,1
1832,2,49,2,5,3,2,3,2,0,16,13,97,97,12,12,1,10,1,2,0,2,2,2,1,1,1,1,2,2,1,1,2
1833,2,25,2,5,6,0,2,2,0,12,98,97,97,9,10,2,1,1,2,0,1,1,2,2,2,0,0,2,0,0,0,0
1834,1,53,2,5,1,1,1,1,0,11,12,12,97,0,9,8,-1,2,2,0,0,4,3,1,1,9,9,1,0,0,0,0
1835,1,23,2,5,2,1,2,2,0,12,12,98,97,0,11,1,0.75,2,2,0,2,1,2,3,2,0,0,2,1,1,2,1
1836,2,23,2,5,4,3,2,2,0,12,9,97,97,0,11,1,0.25,2,2,0,4,2,3,3,1,0,1,1,0,0,0,0
1837,2,73,1,1,2,3,2,2,0,14,3,11,14,11,12,2,20,2,2,5,1,3,1,1,1,2,2,1,1,1,2,1
1838,2,18,1,1,6,2,1,1,0,12,8,9,12,0,13,7,-1,2,2,1,0,2,1,8,1,0,9,1,0,0,0,0
1839,1,58,1,3,3,2,2,1,0,14,8,8,97,12,12,5,-1,1,2,0,0,0,1,1,1,2,2,0,0,0,0,0
